Temperature,Heartbeat Rate,Steps Taken,Health Status
38.82,80,2717,0
38.1,89,3801,0
39.06,84,2760,0
37.72,101,2257,0
39.56,84,2453,0
37.58,97,2329,0
38.6,100,3847,0
38.26,102,3171,0
39.49,75,3584,0
38.68,100,2893,0
37.7,67,2208,0
39.04,84,3216,0
38.06,93,2415,0
38.53,80,2757,0
38.18,98,2414,0
37.79,90,3228,0
38.83,73,2610,0
38.03,102,3133,0
39.76,112,3369,0
38.01,98,2593,0
37.28,77,2726,0
38.68,89,2539,0
38.56,98,2680,0
38.06,98,3069,0
38.53,76,3738,0
37.82,118,2761,0
39.94,96,2994,0
38.03,88,2709,0
37.19,95,3243,0
37.1,97,3213,0
38.42,111,3199,0
38.71,105,3111,0
39.42,93,2781,0
37.93,80,2721,0
39.7,98,2808,0
38.16,101,2848,0
38.2,85,3116,0
38.37,78,2467,0
37.33,86,2205,0
39.54,78,3687,0
38.29,93,2983,0
39.61,76,3534,0
39.8,100,2276,0
38.09,87,2449,0
37.39,91,2303,0
39.82,87,2917,0
38.86,116,2472,0
37.59,68,2642,0
38.58,111,2702,0
38.01,72,2157,0
39.32,83,2896,0
37.81,79,3194,0
38.59,113,3874,0
39.26,101,3079,0
38.83,86,3194,0
37.82,52,1844,0
37.96,91,2179,0
38.07,100,3135,0
40.27,91,3091,0
37.28,84,2458,0
38.78,85,3458,0
38.17,82,2272,0
37.69,93,3083,0
39.04,89,2730,0
39.01,93,3495,0
38.73,77,2588,0
38.5,101,3466,0
38.54,95,3928,0
39.43,78,3127,0
38.5,82,2425,0
38.88,63,2680,0
37.47,98,3344,0
38.92,119,3010,0
39.12,92,2483,0
39.57,96,3137,0
38.06,92,2335,0
38.4,86,2236,0
36.82,73,2234,0
38.71,83,3041,0
38.31,52,3139,0
39.28,83,3433,0
38.37,112,3019,0
38.62,90,3218,0
38.35,87,3119,0
38.9,113,3025,0
38.26,92,2398,0
37.9,71,2368,0
37.68,64,3052,0
38.57,111,3279,0
38.17,90,4139,0
38.59,77,2939,0
38.34,78,2073,0
38.33,96,3171,0
38.89,103,3916,0
39.32,77,3629,0
37.96,89,2184,0
38.67,107,3671,0
38.33,85,3736,0
38.47,92,3369,0
39.25,103,3609,0
39.0,64,3556,0
38.02,86,3092,0
37.79,86,2741,0
38.03,127,3276,0
38.26,100,3914,0
38.32,90,3314,0
38.08,104,3431,0
38.64,91,2635,0
37.58,84,2844,0
38.5,89,3027,0
38.45,103,2991,0
38.38,74,2802,0
38.26,96,3130,0
38.7,85,3764,0
39.34,101,2817,0
37.49,119,3534,0
39.11,79,2465,0
39.3,54,2433,0
38.59,108,2279,0
39.0,98,3143,0
39.74,71,2837,0
39.41,105,3193,0
39.12,73,2776,0
37.74,105,2783,0
38.25,92,3626,0
39.13,72,2359,0
38.09,92,3028,0
37.27,67,2510,0
39.47,107,4006,0
37.26,74,1944,0
37.77,74,2874,0
39.23,93,2585,0
38.92,70,3059,0
37.96,75,2441,0
38.31,67,2720,0
38.78,81,2736,0
38.42,90,2704,0
38.27,77,3729,0
38.03,81,1723,0
37.9,75,2551,0
38.72,82,3071,0
37.41,69,2359,0
38.03,111,2484,0
37.75,82,2798,0
39.93,88,3078,0
36.82,61,3156,0
38.88,102,3506,0
39.34,98,3272,0
38.02,114,3696,0
36.71,81,2467,0
39.77,111,3910,0
38.58,81,3478,0
37.88,91,2916,0
38.02,50,3087,0
39.5,85,4253,0
37.7,64,1966,0
39.54,96,2984,0
39.33,102,4031,0
38.1,94,2699,0
39.07,103,4120,0
38.3,91,3017,0
40.22,101,3436,0
38.1,103,3301,0
39.61,88,2499,0
38.72,93,3256,0
39.35,112,4151,0
39.83,96,3030,0
39.14,110,2665,0
40.45,89,3048,0
38.66,78,3609,0
38.7,66,3200,0
40.43,120,3245,0
38.06,67,3511,0
37.89,85,3476,0
38.41,95,3280,0
38.22,124,2031,0
38.98,110,3228,0
38.3,76,2527,0
38.96,84,2008,0
38.43,88,3523,0
37.64,94,2638,0
38.31,98,3421,0
39.03,85,2809,0
38.73,66,2861,0
37.47,92,3627,0
38.6,100,2411,0
37.42,83,2699,0
38.47,90,3533,0
39.71,100,3667,0
38.09,108,1924,0
37.92,96,2343,0
37.92,85,3249,0
38.75,71,3036,0
37.31,88,3690,0
37.87,85,2646,0
38.4,93,3375,0
39.43,110,2734,0
39.82,103,3005,0
38.88,82,2850,0
38.02,76,3416,0
39.56,89,2647,0
38.46,89,3436,0
37.88,81,1671,0
37.97,86,2636,0
38.23,86,3015,0
38.48,99,3057,0
39.5,109,3832,0
38.59,107,3118,0
39.14,97,3537,0
40.07,122,3187,0
38.94,85,3167,0
38.95,55,3189,0
38.54,78,2524,0
38.2,99,2848,0
39.24,91,3108,0
39.77,87,3942,0
38.59,96,2580,0
39.03,94,3579,0
37.64,53,1779,0
37.68,80,3323,0
38.56,98,3420,0
38.8,108,2607,0
37.81,84,3045,0
37.55,91,3355,0
38.54,123,3685,0
37.65,87,2384,0
38.5,88,3057,0
39.27,68,3199,0
38.26,64,3298,0
38.43,98,3450,0
38.14,80,2317,0
38.83,108,3390,0
38.51,101,2798,0
37.4,60,3107,0
38.16,94,3276,0
38.44,76,2907,0
38.41,101,2943,0
38.55,105,3451,0
37.34,81,3027,0
37.93,61,3207,0
39.04,76,3515,0
39.95,120,4560,0
38.56,88,2745,0
39.07,101,3735,0
38.49,86,2354,0
39.47,116,3852,0
38.34,102,2690,0
37.82,99,2322,0
37.94,66,2689,0
39.54,95,3199,0
39.14,79,2467,0
36.1,84,1970,0
38.33,87,3219,0
38.77,106,2796,0
37.5,114,2582,0
38.76,92,2822,0
38.64,98,2243,0
39.31,90,2872,0
38.22,109,2844,0
38.82,102,3457,0
38.82,93,2998,0
38.93,101,2950,0
39.08,77,2986,0
38.24,98,3335,0
38.16,62,2359,0
39.56,99,3229,0
39.11,80,4152,0
37.28,69,2565,0
38.2,88,3993,0
38.24,115,3601,0
38.32,77,3302,0
38.33,95,2886,0
39.43,72,3278,0
39.96,103,3482,0
38.57,106,3287,0
37.51,62,2389,0
38.39,91,2588,0
38.32,78,2506,0
39.59,105,2699,0
37.87,64,2598,0
38.21,82,2786,0
38.07,98,2548,0
39.05,94,3560,0
38.96,69,3133,0
37.93,98,3225,0
38.2,108,3670,0
37.67,120,3790,0
37.62,80,2482,0
39.68,88,2294,0
38.22,69,2920,0
38.2,101,2275,0
39.05,119,2756,0
38.89,82,3378,0
38.3,105,2306,0
39.09,111,3180,0
38.44,90,2679,0
39.33,81,3650,0
39.4,67,2284,0
38.44,84,3038,0
38.28,93,2485,0
38.93,98,3564,0
39.35,102,4234,0
39.89,110,2819,0
37.81,78,2968,0
39.32,86,1675,0
37.03,78,2186,0
37.95,84,2768,0
39.59,98,2962,0
38.92,117,3723,0
38.84,85,3054,0
39.51,64,3040,0
39.1,76,1519,0
37.12,109,3355,0
38.49,77,2722,0
38.26,62,1278,0
38.37,80,2896,0
38.61,71,2552,0
38.18,84,3234,0
38.9,79,3302,0
38.09,79,2748,0
37.74,94,2749,0
37.92,74,2762,0
37.82,84,2544,0
39.68,102,3268,0
38.27,102,2799,0
38.76,95,3082,0
37.71,80,3107,0
38.48,82,2996,0
38.37,74,3850,0
38.79,80,3448,0
38.1,77,3469,0
39.5,112,3876,0
39.03,74,3153,0
39.05,84,3105,0
38.91,86,3107,0
37.08,84,2576,0
38.94,95,3703,0
38.08,84,2975,0
38.12,83,2269,0
38.06,103,3227,0
37.02,95,2205,0
38.31,79,2812,0
39.51,112,3734,0
39.5,94,3231,0
39.09,98,2634,0
38.23,77,2888,0
38.6,70,3338,0
38.34,98,3856,0
38.35,93,3223,0
38.7,92,3318,0
38.35,101,3033,0
37.55,93,2658,0
38.82,79,2208,0
38.68,85,3130,0
38.73,99,3474,0
39.08,96,2459,0
37.28,80,2632,0
38.47,85,2998,0
38.64,108,3393,0
37.37,73,2574,0
38.0,109,3413,0
38.46,89,3779,0
37.8,93,2314,0
38.64,120,3366,0
38.78,91,3393,0
39.19,88,2977,0
39.27,101,2486,0
37.3,91,3024,0
39.55,103,3770,0
38.53,85,2854,0
38.27,114,2688,0
38.69,83,2488,0
38.46,103,3053,0
38.66,102,2959,0
38.78,98,3136,0
39.33,109,2745,0
38.85,82,3498,0
39.12,109,3400,0
38.5,94,3486,0
37.13,79,2892,0
38.1,121,3389,0
38.71,78,3600,0
38.33,80,3737,0
39.94,104,2993,0
38.62,73,3090,0
38.66,104,2780,0
39.66,101,3374,0
38.81,122,4040,0
37.84,91,2298,0
39.03,116,2597,0
37.43,111,3184,0
38.07,94,2230,0
38.29,90,2732,0
38.69,110,2783,0
38.39,103,2030,0
39.45,142,3838,0
38.43,68,2992,0
38.84,88,3496,0
38.38,85,2774,0
39.2,68,3026,0
37.9,82,2844,0
38.59,126,2482,0
38.94,88,3540,0
38.98,94,3419,0
38.42,89,3498,0
39.91,102,3029,0
38.96,92,3660,0
39.84,81,3066,0
39.62,94,2762,0
38.73,91,3820,0
38.2,76,2746,0
38.31,76,2450,0
37.95,108,3200,0
37.94,109,3264,0
40.24,130,3274,0
39.13,85,2384,0
39.62,97,3195,0
38.26,99,3280,0
39.2,151,3865,0
38.76,77,3229,0
38.43,73,3367,0
39.21,99,3053,0
37.38,89,2520,0
38.22,98,3428,0
38.87,78,3470,0
38.78,111,2523,0
37.19,86,2967,0
37.82,98,2940,0
38.78,67,3259,0
38.72,82,2647,0
39.64,98,2887,0
39.5,85,3821,0
37.96,62,3075,0
37.99,98,3543,0
39.09,91,3231,0
37.7,94,2941,0
38.82,83,3757,0
37.97,92,3371,0
38.73,98,4148,0
38.37,103,3140,0
39.1,98,3567,0
37.86,97,3960,0
37.52,112,3336,0
37.17,92,2637,0
38.05,87,3066,0
38.32,62,2562,0
38.93,90,2033,0
38.5,70,3159,0
38.17,85,3174,0
39.24,117,3687,0
38.46,100,3074,0
37.35,112,2008,0
36.44,63,2145,0
39.18,111,3295,0
38.98,110,3217,0
38.82,64,2617,0
38.96,100,3073,0
38.44,86,3326,0
37.54,84,2995,0
38.71,106,3165,0
39.55,65,2100,0
39.24,115,2915,0
38.86,102,2482,0
37.71,86,2688,0
37.42,93,3431,0
39.17,98,2660,0
37.51,89,3024,0
39.75,117,2999,0
38.75,64,1671,0
38.71,86,2598,0
37.24,99,2648,0
37.19,67,2943,0
37.46,76,2533,0
38.78,104,2644,0
39.5,118,2877,0
39.24,96,3021,0
38.21,106,3122,0
38.72,110,2868,0
37.99,78,2523,0
38.67,95,2881,0
38.4,83,3161,0
37.7,111,2284,0
38.39,79,3524,0
39.65,98,2916,0
38.14,86,4640,0
38.49,114,2877,0
37.49,105,3639,0
37.97,74,2711,0
38.71,74,2933,0
36.72,96,2925,0
37.4,77,2257,0
38.99,82,3901,0
38.59,95,2951,0
38.89,97,2342,0
39.44,76,2637,0
37.94,73,2075,0
38.95,99,3772,0
37.62,72,2941,0
38.15,70,2939,0
38.25,99,3676,0
37.94,99,2685,0
39.86,102,3245,0
39.81,119,2814,0
37.48,86,3236,0
39.17,84,3206,0
38.79,76,3033,0
38.39,61,2473,0
37.65,100,2812,0
38.13,66,3319,0
37.54,95,3006,0
37.36,62,2079,0
38.82,99,3090,0
39.12,98,2688,0
38.26,65,3051,0
38.52,94,2373,0
38.29,78,1791,0
38.71,91,2811,0
38.98,98,3232,0
38.93,93,3108,0
38.24,98,3257,0
38.5,75,2571,0
37.79,88,3294,0
37.08,75,2448,0
38.61,64,2236,0
38.5,85,3333,0
37.83,84,2812,0
38.53,84,2868,0
38.07,96,2971,0
38.1,79,3520,0
37.6,56,2905,0
38.09,73,2470,0
38.06,92,2475,0
38.05,72,3007,0
37.67,106,2445,0
38.4,98,3177,0
38.45,97,2892,0
39.54,89,3576,0
38.16,106,2720,0
39.65,111,3383,0
37.21,97,2977,0
37.75,83,2760,0
38.02,97,3399,0
39.18,96,2957,0
38.99,100,2868,0
36.57,80,2308,0
38.33,94,3136,0
39.53,103,2545,0
38.73,102,3059,0
38.98,89,3691,0
38.19,93,2819,0
38.59,90,2625,0
38.91,106,3174,0
38.21,97,2139,0
39.08,95,2750,0
37.86,73,3288,0
38.34,73,2286,0
37.7,80,2871,0
38.05,81,2144,0
39.17,117,3787,0
38.28,69,3060,0
37.44,96,2819,0
38.65,77,2408,0
38.56,69,2452,0
38.35,89,2165,0
37.57,85,1979,0
38.51,103,2893,0
38.35,93,3103,0
38.34,88,2692,0
37.56,79,2718,0
39.24,116,2828,0
37.87,97,3711,0
39.38,72,2908,0
37.89,110,2935,0
37.97,78,2476,0
38.66,76,2552,0
38.89,96,2934,0
36.81,88,2430,0
37.78,72,3226,0
37.98,64,2870,0
38.14,97,3015,0
38.43,84,3133,0
37.84,120,3256,0
38.56,110,3424,0
37.31,101,3150,0
39.25,74,2442,0
38.52,91,3420,0
38.14,89,3364,0
38.77,81,2689,0
39.65,134,3621,0
39.5,84,3077,0
38.33,73,2847,0
37.79,67,2663,0
37.86,105,2784,0
37.88,87,2745,0
37.78,74,2715,0
39.01,96,3507,0
38.38,116,3474,0
38.63,94,3771,0
38.59,103,2255,0
38.54,78,3552,0
37.77,102,3171,0
38.37,100,3499,0
38.85,79,3407,0
39.66,100,2995,0
39.46,81,3181,0
38.41,64,2987,0
38.63,82,2737,0
37.19,74,2520,0
37.88,78,2370,0
37.24,62,3395,0
38.58,92,3102,0
38.91,97,3214,0
38.75,85,2749,0
39.56,97,3603,0
37.88,74,2486,0
38.94,99,3509,0
38.82,75,2567,0
37.69,75,3026,0
37.68,71,2135,0
37.89,67,3038,0
39.01,95,2776,0
39.2,110,3251,0
39.23,60,2957,0
37.66,58,2233,0
38.7,94,2207,0
38.56,88,2886,0
37.9,89,2739,0
38.54,86,3250,0
39.27,91,3175,0
39.3,103,2529,0
37.98,58,3053,0
40.18,80,3401,0
37.46,68,2923,0
38.57,78,2206,0
38.86,93,3173,0
38.69,122,2834,0
37.63,95,3122,0
38.1,104,3316,0
38.27,97,3713,0
36.7,64,1717,0
38.07,102,2955,0
38.25,105,2988,0
38.03,89,3155,0
38.56,111,3244,0
39.09,112,3511,0
37.32,89,3111,0
38.7,104,3607,0
38.28,89,3092,0
39.04,80,3424,0
38.71,96,3262,0
38.62,110,2875,0
37.33,77,2641,0
39.32,120,2572,0
38.72,96,3584,0
38.18,97,2850,0
38.78,90,2971,0
38.56,98,3192,0
38.75,89,3233,0
38.24,76,2618,0
37.79,101,3151,0
38.41,90,2994,0
39.04,77,1936,0
37.94,98,2356,0
38.78,100,3916,0
38.3,84,2213,0
38.39,88,3125,0
38.31,83,2867,0
38.17,88,2442,0
39.37,67,2442,0
38.22,91,2684,0
39.66,116,2825,0
38.53,103,3055,0
38.1,86,3241,0
37.47,78,2527,0
38.55,80,3355,0
37.66,83,2981,0
40.09,100,4420,0
39.71,100,2940,0
38.12,111,2558,0
38.4,87,3453,0
38.2,98,2992,0
38.15,74,2969,0
38.84,103,2889,0
38.46,79,2692,0
38.22,76,2987,0
38.84,97,3336,0
39.78,89,3766,0
39.39,92,3119,0
37.92,67,2408,0
38.81,81,3314,0
39.03,77,2520,0
37.9,96,2299,0
37.48,77,3250,0
38.37,87,2826,0
38.85,100,3525,0
38.03,94,2861,0
38.22,79,2613,0
36.94,81,2997,0
38.58,118,3395,0
38.84,85,2377,0
38.6,77,2999,0
38.98,90,3345,0
39.45,105,4055,0
39.48,109,3524,0
38.49,77,2542,0
37.56,83,3349,0
38.34,109,3516,0
38.48,75,2028,0
39.02,81,2003,0
38.07,94,1606,0
38.13,102,3371,0
39.3,113,4060,0
39.36,81,3351,0
38.21,101,2985,0
37.8,78,3006,0
38.98,87,3231,0
39.79,96,3106,0
38.76,98,4185,0
39.67,97,3047,0
39.13,110,2933,0
38.85,104,2829,0
38.74,88,3138,0
37.66,74,3040,0
38.52,66,2491,0
39.66,94,3417,0
39.19,87,2511,0
39.3,105,3427,0
38.54,84,2724,0
38.35,77,2233,0
37.89,102,2923,0
38.49,61,2228,0
38.73,78,2531,0
38.29,72,3053,0
38.75,103,3620,0
38.97,109,2452,0
38.05,97,3059,0
37.48,73,2385,0
38.75,69,2931,0
39.13,105,2863,0
38.1,91,3166,0
39.58,93,2732,0
38.5,67,2615,0
38.23,82,2568,0
39.58,79,2057,0
38.69,87,4037,0
38.85,105,2269,0
38.32,64,2811,0
38.95,107,3493,0
38.98,111,3507,0
37.48,75,2405,0
39.01,87,4046,0
38.94,101,4110,0
38.35,103,2725,0
38.27,110,3269,0
37.62,76,2947,0
37.48,109,2852,0
39.52,104,4278,0
38.5,109,3030,0
38.18,77,2460,0
37.89,73,2412,0
37.35,99,3092,0
38.24,104,2992,0
38.82,95,3292,0
37.73,96,2948,0
38.12,113,3388,0
38.71,106,2215,0
38.52,99,2913,0
39.52,102,2974,0
37.26,110,2339,0
38.27,84,3292,0
38.35,104,3255,0
38.48,102,2818,0
39.12,93,3129,0
40.11,109,3320,0
39.11,106,2610,0
37.98,91,3185,0
37.4,81,2702,0
38.26,77,3555,0
38.27,108,3475,0
38.04,95,2955,0
38.24,104,3181,0
39.19,83,2353,0
37.96,85,3115,0
39.21,97,3231,0
37.71,91,3444,0
38.75,104,2638,0
39.36,119,3463,0
39.16,105,3308,0
38.6,112,4064,0
38.07,77,3706,0
37.65,81,2335,0
39.02,110,2819,0
39.29,91,2993,0
38.17,102,3097,0
38.83,86,3264,0
38.12,75,2639,0
39.17,102,2904,0
38.47,84,3356,0
38.78,88,2465,0
38.35,73,2893,0
39.24,105,3604,0
38.46,72,2443,0
38.73,65,2960,0
38.7,99,3461,0
38.64,86,2860,0
38.89,128,3999,0
38.96,98,2730,0
38.69,79,3664,0
39.09,92,2897,0
38.57,93,3351,0
38.58,94,3397,0
37.86,113,2647,0
38.11,86,2940,0
39.34,97,3288,0
38.81,68,2530,0
38.35,94,2464,0
38.96,81,2891,0
38.51,61,2492,0
36.86,59,2891,0
37.5,89,3103,0
38.69,90,3674,0
39.32,91,2666,0
38.5,103,2877,0
38.35,99,2992,0
38.54,91,3186,0
37.92,83,3205,0
36.76,83,1646,0
38.95,108,3563,0
39.94,73,3056,0
38.18,80,2714,0
38.07,132,3143,0
37.63,106,2811,0
38.38,111,2740,0
38.41,114,3760,0
38.52,79,3248,0
39.58,101,3308,0
37.88,96,2717,0
39.26,114,3336,0
38.87,74,2648,0
37.38,106,2995,0
39.14,78,2927,0
37.92,92,3145,0
38.33,83,3713,0
39.28,104,2661,0
38.44,97,2532,0
38.92,75,2861,0
38.39,78,2511,0
38.31,85,2292,0
38.93,98,2895,0
38.88,96,3649,0
39.41,92,2050,0
38.35,78,2923,0
37.37,89,3100,0
39.75,86,2483,0
36.82,82,2335,0
37.63,110,2877,0
39.51,80,3768,0
37.39,106,3379,0
38.82,75,3027,0
39.01,62,3056,0
39.85,111,3100,0
37.56,107,2711,0
39.81,85,2680,0
37.74,83,3026,0
39.02,119,3197,0
38.72,87,3138,0
39.26,107,4005,0
38.17,92,2936,0
40.65,103,3657,0
37.88,95,2228,0
38.96,89,2300,0
39.61,68,3032,0
37.31,88,2530,0
39.63,84,3641,0
40.24,97,4073,0
38.02,80,2594,0
37.95,104,3224,0
37.75,86,2506,0
38.03,98,2643,0
40.26,68,3753,0
38.18,88,2795,0
38.58,87,3599,0
38.22,104,3399,0
38.69,111,3929,0
38.92,82,3041,0
39.3,91,3220,0
39.9,98,3279,0
36.46,77,2501,0
37.85,67,2843,0
39.5,101,2435,0
38.45,97,2748,0
38.54,82,3473,0
39.14,133,3128,0
38.04,76,3414,0
38.43,77,3380,0
38.51,100,2634,0
38.27,96,2863,0
37.58,91,3031,0
38.94,96,2278,0
39.72,91,2706,0
38.98,89,3026,0
37.88,88,3283,0
38.06,100,2984,0
38.68,85,2356,0
38.03,78,3330,0
38.2,95,2481,0
39.14,98,2668,0
39.12,98,3839,0
38.18,94,2401,0
39.22,114,3797,0
38.95,87,2783,0
37.92,63,2722,0
37.88,74,3290,0
37.42,80,2752,0
39.81,101,2730,0
38.33,93,3110,0
38.14,64,2144,0
38.53,69,2152,0
37.83,74,2349,0
39.2,62,2806,0
38.06,107,2395,0
38.21,88,2960,0
38.47,100,2878,0
39.14,103,3784,0
38.17,92,3235,0
39.45,94,2844,0
39.92,95,3563,0
37.38,81,2799,0
38.04,100,3184,0
38.55,121,3390,0
37.89,82,2985,0
39.23,112,2627,0
38.04,90,2723,0
38.69,71,2302,0
38.68,80,3164,0
38.76,84,2403,0
39.22,93,3061,0
38.94,82,2745,0
38.77,82,2584,0
38.84,84,3115,0
37.89,87,2960,0
39.07,68,3877,0
37.67,84,2642,0
37.93,98,3306,0
38.4,72,3328,0
37.27,76,2521,0
39.16,122,3752,0
37.48,89,2481,0
38.2,94,2215,0
38.5,88,1886,0
38.59,77,2516,0
37.84,55,3019,0
38.68,130,4261,0
38.95,93,3502,0
38.06,83,3180,0
38.59,108,3423,0
37.49,86,2582,0
39.16,57,3306,0
38.78,84,3294,0
38.12,75,2281,0
38.14,89,3386,0
38.86,93,3076,0
38.76,70,3126,0
37.51,58,2861,0
38.46,94,3129,0
38.15,91,2617,0
38.29,87,2476,0
38.52,96,3252,0
36.86,87,2817,0
38.73,101,2858,0
38.23,91,3230,0
38.25,68,2730,0
37.42,93,2602,0
39.02,94,3065,0
38.7,103,3226,0
38.62,112,3301,0
37.94,96,1890,0
40.65,111,3131,0
38.67,81,1872,0
37.95,93,3615,0
38.3,64,3741,0
38.19,110,3193,0
38.57,91,2928,0
38.5,101,3839,0
38.6,87,2685,0
38.27,82,2408,0
38.79,93,3774,0
38.3,70,3365,0
39.25,82,2505,0
38.26,90,3821,0
38.18,80,2742,0
38.13,73,3456,0
38.75,84,2772,0
39.21,95,3070,0
39.06,107,2984,0
37.56,96,3601,0
39.14,124,3927,0
39.8,88,2564,0
39.0,89,3783,0
38.58,108,3422,0
38.1,96,2425,0
38.62,86,2687,0
39.67,102,3182,0
38.29,116,2247,0
39.39,107,3638,0
38.58,92,2553,0
38.65,114,1936,0
38.94,100,3972,0
38.57,83,2677,0
39.82,76,2662,0
38.92,98,3013,0
39.71,113,2706,0
38.11,80,2513,0
38.9,67,2604,0
40.16,110,3262,0
37.76,69,3015,0
37.42,75,2651,0
38.32,99,2188,0
38.34,76,3262,0
38.46,101,2551,0
38.51,77,3131,0
37.39,89,2919,0
38.47,97,3646,0
38.95,122,3059,0
37.71,77,2870,0
38.35,80,2142,0
37.93,95,3425,0
40.66,90,3379,0
38.58,98,3139,0
37.82,63,2310,0
38.29,91,3144,0
39.43,76,2910,0
39.5,143,4200,0
38.09,100,3272,0
39.01,85,3072,0
37.95,98,3108,0
39.24,121,3717,0
38.98,85,3834,0
38.23,92,1464,0
38.5,93,2788,0
38.42,86,2812,0
38.42,119,3300,0
37.81,119,2989,0
38.33,83,2937,0
39.08,105,3621,0
38.6,92,3678,0
39.43,112,2456,0
38.81,88,3142,0
40.2,112,2995,0
38.61,73,3218,0
38.98,94,3323,0
38.77,65,2188,0
37.99,93,2776,0
38.61,97,3643,0
38.98,119,3296,0
40.32,87,3236,0
38.28,93,2408,0
38.35,65,2420,0
38.81,83,3219,0
39.23,118,3554,0
38.96,94,2117,0
38.58,87,3472,0
38.35,108,3614,0
39.42,66,2977,0
38.97,92,2078,0
37.56,105,3145,0
39.0,100,3815,0
38.86,80,3318,0
37.55,100,2374,0
40.13,99,3048,0
37.51,76,2708,0
37.84,93,3888,0
36.92,57,2205,0
40.2,103,3727,0
38.95,85,3259,0
37.27,96,2383,0
38.95,100,3610,0
38.01,100,3152,0
37.7,98,2835,0
40.2,113,4038,0
38.84,95,3575,0
38.67,90,3202,0
39.75,96,3208,0
38.17,85,2699,0
36.38,82,1779,0
38.34,85,3349,0
38.17,90,3435,0
38.7,104,3389,0
37.22,82,2728,0
38.23,73,2773,0
38.56,105,3430,0
38.9,82,3765,0
39.26,90,2970,0
39.14,85,2881,0
39.01,101,3597,0
39.67,91,3220,0
38.53,63,1814,0
39.64,72,3114,0
38.6,70,3016,0
38.82,77,2945,0
39.85,111,3315,0
39.46,108,2745,0
38.44,92,2494,0
37.74,71,2380,0
37.76,71,2625,0
38.61,126,3901,0
38.89,108,2647,0
39.25,72,3882,0
37.02,68,2581,0
39.34,100,3316,0
39.04,114,3771,0
37.69,83,3010,0
38.87,91,3336,0
37.89,78,2804,0
39.39,80,3512,0
39.14,113,2971,0
37.66,83,2974,0
37.64,54,2889,0
38.8,92,3272,0
38.66,83,2634,0
38.56,66,3063,0
37.63,66,2789,0
37.39,77,2215,0
38.99,86,2753,0
38.99,108,3743,0
38.79,115,3354,0
39.1,94,3822,0
37.66,83,3324,0
39.37,116,3515,0
38.87,103,3508,0
38.69,85,3147,0
37.9,91,2438,0
38.45,83,3427,0
38.42,96,2876,0
39.13,108,3394,0
37.79,96,3145,0
38.47,81,2933,0
38.47,78,2591,0
37.42,96,2253,0
38.92,92,3507,0
37.87,89,2895,0
39.87,110,3553,0
38.65,82,2868,0
38.4,71,3307,0
38.61,123,2950,0
38.64,105,2945,0
40.84,85,2825,0
39.59,100,3002,0
37.83,63,2487,0
38.26,87,2949,0
38.16,82,2920,0
37.9,77,3300,0
39.53,92,3090,0
37.52,83,3116,0
39.15,84,2670,0
39.24,106,3320,0
37.84,111,2337,0
39.53,126,3301,0
38.1,103,2648,0
38.18,123,3063,0
38.48,81,2970,0
38.63,92,3192,0
38.99,94,3946,0
38.22,62,2701,0
39.38,100,2889,0
37.93,57,1988,0
39.03,104,3281,0
38.54,65,2792,0
39.23,77,2614,0
39.16,104,3317,0
38.21,65,3635,0
37.36,117,3277,0
39.4,126,2799,0
38.31,74,2767,0
38.36,102,2889,0
38.03,96,2721,0
38.74,96,3606,0
37.83,114,3006,0
39.09,110,3053,0
38.39,72,3055,0
37.65,66,2280,0
38.94,73,3004,0
37.69,79,3011,0
39.61,130,3461,0
39.56,122,2987,0
38.56,65,2174,0
36.96,94,3055,0
37.88,81,3168,0
38.26,90,3311,0
39.43,99,2647,0
38.32,79,2057,0
38.66,76,3194,0
38.77,65,2987,0
38.0,81,1827,0
38.11,111,3679,0
39.5,99,3174,0
39.63,105,3363,0
38.28,106,2973,0
37.98,74,2872,0
39.1,75,2958,0
38.18,107,2273,0
38.83,93,3021,0
38.13,72,2026,0
38.44,83,2575,0
37.28,70,1864,0
38.81,109,3196,0
39.21,108,3960,0
38.22,90,3264,0
39.38,109,4205,0
38.18,70,2928,0
39.89,84,2651,0
38.11,87,2524,0
37.52,58,2833,0
39.0,82,2661,0
37.44,86,2769,0
38.42,75,3346,0
39.59,107,3773,0
39.04,100,2795,0
38.27,95,2914,0
39.06,99,3342,0
39.55,86,2824,0
38.74,80,1981,0
38.68,78,3574,0
38.89,79,2660,0
38.0,69,2032,0
39.05,98,3820,0
38.87,108,2581,0
39.38,90,2750,0
38.96,94,3210,0
37.94,86,3769,0
38.7,95,3688,0
38.72,73,3053,0
40.22,95,2820,0
37.68,78,2760,0
38.28,82,3042,0
38.73,73,3257,0
38.55,105,2325,0
38.42,101,3102,0
37.45,122,2539,0
38.29,88,2977,0
40.07,97,3240,0
37.3,69,2758,0
39.13,92,3173,0
37.87,76,4467,0
38.56,100,2362,0
37.67,55,2691,0
39.42,87,3498,0
37.72,111,2344,0
38.13,99,2825,0
39.58,99,3111,0
38.52,77,2318,0
37.98,80,2219,0
37.46,83,2053,0
38.25,99,2220,0
38.42,76,2953,0
38.27,97,3119,0
38.06,117,3170,0
36.93,64,2290,0
37.56,64,2405,0
40.32,120,3762,0
38.41,107,3765,0
38.34,85,3383,0
40.29,114,4077,0
38.61,102,3300,0
39.03,81,3218,0
39.2,92,3642,0
39.64,83,3528,0
38.74,82,3089,0
39.11,107,3441,0
38.57,129,3602,0
